text,label
"seriously no one makes every bite look so good better than mark wiens! how to know when your cooking gets mark wiens absolute approval?he’ll close his eyes and slowly chews as hes enjoying each ingredient complimenting each other perf3ctly then the infamous head nod as his sign of approval like he’s alrdy scheduled to return to the establishment for more! finally the best part, as the food is nearing its unfortunate end, he starts taking smaller bites but making each bite as perfect as can be. making sure it’s hydrated & rehydrated & rehydrated again w all the sauces and ingredients and ofc rehydrate with more chili. ok fk it! let’s make today my cheat meal! no calorie restriction day woot woot! ty mark wiens!",2
u make me hungry😢😢,0
it took everything i had to save him. you're welcome chat,2
"just had dinner yet am salivating over the dried chillies from the pan mee and curries over rice, fried chicken too. 🤤🤤",2
"mark always lead is to something new and not like the tonnes of other vloggers who show the same stuffs over and over, he do his research well",2
"8:45 rather, those are basil leaves",1
if that able to make mark like that so we human better stay off it,0
why my friends never bring me there !!,0
u know it almost impossible to make mark wein say very spicy that almost killed him 😂😂,0
"mark, you are a truly professional eater.. the way you eat rice using your hand and the way you mixed the foods is just as good as locals.. respect",2
oh noo!! buasir!! 😂😂,0
the price of asian food is so good. sometimes i wish i was there,2
daddy or mommy sos 😅😅,1
mark please try nasi kunyit berlauk. quintessential malaysian lunch dish!,2
"you can truly see someone’s passion when they’re smiling while eating the spiciest bowl of bún mì. thank you, mark — i would’ve been right there beside you enjoying that fiery bowl of noodles! great video. i really appreciate your passion, not just for the food, but also for the people, cultures, and countries you explore.",2
i think this was the hottest dish that mark ever ate in his life,2
this the first time seen that mark face change from white to red colour😂😂..btw the taste is so good mark..,2
ohh mark!! you're killing me 🥵🥵 🥵 thank you so much for another chillitastic vlog 👏🏽☺️,2
the nasi kukus looks yummy 😋,2
"most malaysian dish that is spicy, they rarely hit you on the first bite.. the spiciness comes later and when they do, they hit hard 😂",0
my fav dish also..asam pedas!!,2
eat extremely spicy food with your hands. scratch your eyes an hour later.😵,0
when mark say it spicy it legit real 😅😅,1
i can’t imagine mark after poop 😅 💩,0
"there is something addictive about spicy food.. its uncomfortable, but makes me want to eat more!26:10 i'd be keen, but not something i would eat everyday 😅",0
man ate a nuclear bomb and he's still smiling 😄,2
33:43 haha nice edit with the ominous music and double vision effects,2
if mark says it's spicy. it must be. 😅😅,1
"wow, that pan mee looked awesome,wish i had been there to try it, you’re the 👑 of heat mark, ☄️☄️🥵🥵👍🇬🇧",2
"your thumbnail should be you be laying on the floor with hand on the neck, you choke blood",0
it's like your eye color enhanced from the heat lol,2
"honestly, this phantom dish shld be barred..",0
well now we know why malaysians are the unhelathiest in sea,0
that cili pan mee spicyness level is just medium for me. not as exaggerating as mark says. typical cili pan mee but its nice dont get me wrong.,0
"nah..those suspense cinematic didn't work. i know it's within your threshold, mate.",0
"mark truly loves his spicy food! even though he finished the whole bowl and already felt the spice, he looked like he handled it just like how he normally eats spicy food😄 but man he is hardcore!💪💯",2
"been watching mark for over 15 yrs. i’ve never once i’ve seen him acted this way. if he says it’s spicy, it truly must be.",1
"he didn't even dare to wear the shirt ""if it's not spicy , i'm not eating""",0
"the typical base marinade for 'village-style' fried chicken in malaysia comprises of powdered turmeric and salt but depending on the 'family recipe' involved, other spices may be added such as curry leaves, powdered chili pepper, fine/coarse-grinded white or black pepper, cumin, fennel, etc.",1
death inducing food. love it !,2
"mark, welcome to malaysia. so happy that you love malaysian food. all the best and keep up the good work. 🙏🙏",2
how was the toilet after that..😅,1
mark you’re wonderful with a great video but how hot is the dish?,2
"stop selling cheap noodles, not healthy at all",0
i realised i had been eating this dish wrongly hahahaha,0
"seeing this man pop a heat factor icon on his screen is a seriously nuts indicator of heat level. remember he did the scorpion pepper video and loved them. so this?? you hear his wife on the other side of the camera doing what i think was a stunned laugh, but it made me wonder if she was starting to get genuinely concerned. we've never seen him do effects like that on any of his vids . . . i don't wanna think about the aftermath . . . hoo boy. great video, but that's a dish i'mma stay clear of. wow.",0
"i have had those noodles as well, it's not that bad if u eat spicy everyday. what he did is eat spicy back to back to back for the whole day that isnt recommended. most people would just lose consciousness doing that",0
uncle mark on hot ones would be drinking the whole bottle not just a drop on a wing😂😂,1
"16:46 mark, actually the ""gulai"" same as curry, just more smooth texture and to make it, must put coconut milk into it while cooking",1
9:50 - very spicy.. enjoy that now.. wait a day or so when that comes out of your other end.. do tell us the experience.. 😆,2
mark needs to go on hot ones. he would crush it!!,2
"mark, r u okay..😅😅",1
mommy or daddy sos..🤔,1
his big eyes stare is scary,0
kin kin pan mee is a real one! still one of my favourite bowls of noodles ever and i'm a kl local. also i believe the minced meat is made of pork!,2
"i live at kg baru, so i guess mark arrived around 10.30 - 11 am otherwise the place gets crowded very quickly after 11.30. i like their asam pedas, ice jagung, ulam and the relax ambience. we are spoilt for choices because good food can be found at every corner.",2
thanks for sharing. in chinese tradition it is impolite to ‘rest’ the chopsticks into the food. the correct way is to put it on top of the bowl or chopsticks holder if there is one,1
"kin kin’s chili pan mee, best noodles dish in the world 🔥",2
take note this guy dogged carolina reapers like snack aint no way im gonna be alive with that noodles,0
headed back to kl tomorrow after two years of missing i consider to be the most underrated cuisine in the world. thanks for the visuals mark!,2
"keep in mind mark ate tons of spicy food before, non made him flinch, but if he is hallucinating on this, you know this noodle is gonna burn you a new hole",0
i like that outsiders appreciate our cuisine,2
"my toxic self says i need to try this noodle😂😂..i love spice and has tolerance for it. but seeing mark sweating bullets eating this, i will be hospitalized right away🤣",0
